ID	TYPE	CONCEPT	DOCULECT	TOKENS	COGID	FORM	NOTE	ALIGNMENT
1104	1 xia	鍾 (xia)	Baxter	jw ow ng .	552		?	jw ow ng .
1105	1 xia	鎋 (xia)	Zhou	. a t .	553		?	. a t .
1106	1 xia	鎋 (xia)	Baxter	. a t .	553		?	. a t .
1107	1 xia	閏 (xia)	Zhou	ĭu ĕ n ˩˥	554		?	ĭu ĕ n ˩˥
1108	1 xia	閏 (xia)	Baxter	w i n H	554		?	w i n H
1109	1 xia	閑 (xia)	Zhou	. æ n ˥˩	555		?	. æ n ˥˩
1110	1 xia	閑 (xia)	Baxter	. ɛ n .	555		?	. ɛ n .
1111	1 xia	阮 (xia)	Zhou	ĭw ɐ n ˥	556		?	ĭw ɐ n ˥
1112	1 xia	阮 (xia)	Baxter	jw o n X	556		?	jw o n X
1113	1 xia	限 (xia)	Zhou	. æ n ˥	557		?	. æ n ˥
1114	1 xia	限 (xia)	Baxter	. ɛ n X	557		?	. ɛ n X
1115	1 xia	陽 (xia)	Zhou	ĭ a ŋ ˥	558		?	ĭ a ŋ ˥
1116	1 xia	陽 (xia)	Baxter	j a ng X	558		?	j a ng X
1117	1 xia	隥 (xia)	Zhou	. ə ŋ ˩˥	559		?	. ə ŋ ˩˥
1118	1 xia	隥 (xia)	Baxter	. o ng H	559		?	. o ng H
1119	1 xia	雀 (xia)	Zhou	ĭ a k .	560		?	ĭ a k .
1120	1 xia	雀 (xia)	Baxter	j a k .	560		?	j a k .
1121	1 xia	霞 (xia)	Zhou	. a . ˩	561		?	. a . ˩
1122	1 xia	霞 (xia)	Baxter	. æ . .	561		?	. æ . .
1123	1 xia	靜 (xia)	Zhou	ĭ ɛ ŋ ˥	562		?	ĭ ɛ ŋ ˥
1124	1 xia	靜 (xia)	Baxter	j e ng X	562		?	j e ng X
1125	1 xia	頂 (xia)	Zhou	i e ŋ ˩˥	563		?	i e ŋ ˩˥
1126	1 xia	頂 (xia)	Baxter	. e ng H	563		?	. e ng H
1127	1 xia	頃 (xia)	Zhou	ĭw ɛ ŋ ˥	564		?	ĭw ɛ ŋ ˥
1128	1 xia	頃 (xia)	Baxter	wj e ng X	564		?	wj e ng X
1129	1 xia	頰 (xia)	Zhou	i e p .	565		?	i e p .
1130	1 xia	頰 (xia)	Baxter	. e p .	565		?	. e p .
1131	1 xia	飢 (xia)	Zhou	. i . ˥˩	566		?	. i . ˥˩
1132	1 xia	飢 (xia)	Baxter	. ij . .	566		?	. ij . .
1133	1 xia	飽 (xia)	Zhou	. au . ˥	567		?	. au . ˥
1134	1 xia	飽 (xia)	Baxter	. æw . X	567		?	. æw . X
1135	1 xia	驚 (xia)	Zhou	ĭ ɐ ŋ ˥˩	568		?	ĭ ɐ ŋ ˥˩
1136	1 xia	驚 (xia)	Baxter	j æ ng .	568		?	j æ ng .
1137	1 xia	鳳 (xia)	Zhou	ĭ u ŋ ˩˥	569		?	ĭ u ŋ ˩˥
1138	1 xia	鳳 (xia)	Baxter	wj uw ng H	569		?	wj uw ng H
1139	1 xia	麵 (xia)	Zhou	i e n ˩˥	570		?	i e n ˩˥
1140	1 xia	麵 (xia)	Baxter	. e n H	570		?	. e n H
1141	1 xia	黠 (xia)	Zhou	. æ t .	571		?	. æ t .
1142	1 xia	黠 (xia)	Baxter	. ɛ t .	571		?	. ɛ t .
1143	1 xia	鼎 (xia)	Zhou	i e ŋ ˥	572		?	i e ŋ ˥
1144	1 xia	鼎 (xia)	Baxter	. e ng X	572		?	. e ng X
1145	1 xia	𡛷 (xia)	Zhou	. i . ˥	573		?	. i . ˥
1146	1 xia	𡛷 (xia)	Baxter	. ij . X	573		?	. ij . X
1147	1 xia	𤑔 (xia)	Zhou	ĭw ɛ t .	574		?	ĭw ɛ t .
1148	1 xia	𤑔 (xia)	Baxter	wj e t .	574		?	wj e t .
1149	1 xia	𩜁 (xia)	Zhou	ĭ ə ŋ ˩˥	575		?	ĭ ə ŋ ˩˥
1150	1 xia	𩜁 (xia)	Baxter	. i ng H	575		?	. i ng H
1151	2 shang	< (shang)	Zhou	dʰ .	576		?	dʰ .
1152	2 shang	< (shang)	Baxter	d .	576		?	d .
1153	2 shang	? (shang)	Zhou	kʰ ĭ	577		?	kʰ ĭ
1154	2 shang	? (shang)	Baxter	kh j	577		?	kh j
1155	2 shang	一 (shang)	Zhou	ʔ ĭw	578		?	ʔ ĭw
1156	2 shang	一 (shang)	Baxter	ʔ w	578		?	ʔ w
1157	2 shang	丁 (shang)	Zhou	t .	579		?	t .
1158	2 shang	丁 (shang)	Baxter	t .	579		?	t .
1159	2 shang	七 (shang)	Zhou	tsʰ ĭ	580		?	tsʰ ĭ
1160	2 shang	七 (shang)	Baxter	tsh j	580		?	tsh j
1161	2 shang	下 (shang)	Zhou	ɣ .	581		?	ɣ .
1162	2 shang	下 (shang)	Baxter	h .	581		?	h .
1163	2 shang	丑 (shang)	Zhou	ţʰ ĭ	582		?	ţʰ ĭ
1164	2 shang	丑 (shang)	Baxter	trh j	582		?	trh j
1165	2 shang	丘 (shang)	Zhou	kʰ ĭw	583		?	kʰ ĭw
1166	2 shang	丘 (shang)	Baxter	kh j	583		?	kh j
1167	2 shang	並 (shang)	Zhou	!? !?	584		?	!? !?
1168	2 shang	並 (shang)	Baxter	!? !?	584		?	!? !?
1169	2 shang	乃 (shang)	Zhou	n .	585		?	n .
1170	2 shang	乃 (shang)	Baxter	n .	585		?	n .
1171	2 shang	之 (shang)	Zhou	tɕ ĭ	586		?	tɕ ĭ
1172	2 shang	之 (shang)	Baxter	tsy .	586		?	tsy .
1173	2 shang	乗 (shang)	Zhou	dʑʰ ĭ	587		?	dʑʰ ĭ
1174	2 shang	乗 (shang)	Baxter	zy .	587		?	zy .
1175	2 shang	九 (shang)	Zhou	k ĭ	588		?	k ĭ
1176	2 shang	九 (shang)	Baxter	k j	588		?	k j
1177	2 shang	予 (shang)	Zhou	j ĭ	589		?	j ĭ
1178	2 shang	予 (shang)	Baxter	y .	589		?	y .
1179	2 shang	于 (shang)	Zhou	. ĭw	590		?	. ĭw
1180	2 shang	于 (shang)	Baxter	h jw	590		?	h jw
1181	2 shang	云 (shang)	Zhou	. ĭ	591		?	. ĭ
1182	2 shang	云 (shang)	Baxter	h j	591		?	h j
1183	2 shang	五 (shang)	Zhou	ŋ .	592		?	ŋ .
1184	2 shang	五 (shang)	Baxter	ng .	592		?	ng .
1185	2 shang	亡 (shang)	Zhou	m ĭ	593		?	m ĭ
1186	2 shang	亡 (shang)	Baxter	m j	593		?	m j
1187	2 shang	人 (shang)	Zhou	nʑ ĭ	594		?	nʑ ĭ
1188	2 shang	人 (shang)	Baxter	ny .	594		?	ny .
1189	2 shang	他 (shang)	Zhou	tʰ .	595		?	tʰ .
1190	2 shang	他 (shang)	Baxter	th .	595		?	th .
1191	2 shang	以 (shang)	Zhou	j ĭ	596		?	j ĭ
1192	2 shang	以 (shang)	Baxter	y .	596		?	y .
1193	2 shang	伊 (shang)	Zhou	ʔ i	597		?	ʔ i
1194	2 shang	伊 (shang)	Baxter	ʔ j	597		?	ʔ j
1195	2 shang	伯 (shang)	Zhou	p .	598		?	p .
1196	2 shang	伯 (shang)	Baxter	p .	598		?	p .
1197	2 shang	似 (shang)	Zhou	z ĭ	599		?	z ĭ
1198	2 shang	似 (shang)	Baxter	z j	599		?	z j
1199	2 shang	何 (shang)	Zhou	ɣ .	600		?	ɣ .
1200	2 shang	何 (shang)	Baxter	h .	600		?	h .
1201	2 shang	余 (shang)	Zhou	j ĭ	601		?	j ĭ
1202	2 shang	余 (shang)	Baxter	y .	601		?	y .
1203	2 shang	作 (shang)	Zhou	ts .	602		?	ts .
1204	2 shang	作 (shang)	Baxter	ts .	602		?	ts .
1205	2 shang	來 (shang)	Zhou	l .	603		?	l .
1206	2 shang	來 (shang)	Baxter	l .	603		?	l .
1207	2 shang	侯 (shang)	Zhou	ɣ .	604		?	ɣ .
1208	2 shang	侯 (shang)	Baxter	h .	604		?	h .
1209	2 shang	便 (shang)	Zhou	bʰ ĭ	605		?	bʰ ĭ
1210	2 shang	便 (shang)	Baxter	b j	605		?	b j
1211	2 shang	俱 (shang)	Zhou	k w	606		?	k w
1212	2 shang	俱 (shang)	Baxter	k w	606		?	k w
1213	2 shang	倉 (shang)	Zhou	tsʰ .	607		?	tsʰ .
1214	2 shang	倉 (shang)	Baxter	tsh .	607		?	tsh .
1215	2 shang	側 (shang)	Zhou	ʧ .	608		?	ʧ .
1216	2 shang	側 (shang)	Baxter	tsr .	608		?	tsr .
1217	2 shang	傍 (shang)	Zhou	bʰ .	609		?	bʰ .
1218	2 shang	傍 (shang)	Baxter	b .	609		?	b .
1219	2 shang	傷 (shang)	Zhou	ɕ ĭ	610		?	ɕ ĭ
1220	2 shang	傷 (shang)	Baxter	sy .	610		?	sy .
1221	2 shang	兒 (shang)	Zhou	nʑ ĭ	611		?	nʑ ĭ
1222	2 shang	兒 (shang)	Baxter	ny .	611		?	ny .
1223	2 shang	公 (shang)	Zhou	k .	612		?	k .
1224	2 shang	公 (shang)	Baxter	k .	612		?	k .
1225	2 shang	兵 (shang)	Zhou	p ĭ	613		?	p ĭ
1226	2 shang	兵 (shang)	Baxter	p j	613		?	p j
1227	2 shang	其 (shang)	Zhou	gʰ ĭ	614		?	gʰ ĭ
1228	2 shang	其 (shang)	Baxter	g j	614		?	g j
1229	2 shang	冝 (shang)	Zhou	ŋ ĭ	615		?	ŋ ĭ
1230	2 shang	冝 (shang)	Baxter	ng j	615		?	ng j
1231	2 shang	冬 (shang)	Zhou	t u	616		?	t u
1232	2 shang	冬 (shang)	Baxter	t .	616		?	t .
1233	2 shang	几 (shang)	Zhou	k .	617		?	k .
1234	2 shang	几 (shang)	Baxter	k .	617		?	k .
1235	2 shang	分 (shang)	Zhou	p ĭw	618		?	p ĭw
1236	2 shang	分 (shang)	Baxter	p j	618		?	p j
1237	2 shang	初 (shang)	Zhou	ʧʰ ĭ	619		?	ʧʰ ĭ
1238	2 shang	初 (shang)	Baxter	tsrh j	619		?	tsrh j
1239	2 shang	則 (shang)	Zhou	ts .	620		?	ts .
1240	2 shang	則 (shang)	Baxter	ts .	620		?	ts .
1241	2 shang	創 (shang)	Zhou	ʧʰ ĭ	621		?	ʧʰ ĭ
1242	2 shang	創 (shang)	Baxter	tsrh j	621		?	tsrh j
1243	2 shang	力 (shang)	Zhou	l ĭ	622		?	l ĭ
1244	2 shang	力 (shang)	Baxter	l j	622		?	l j
1245	2 shang	北 (shang)	Zhou	p .	623		?	p .
1246	2 shang	北 (shang)	Baxter	p .	623		?	p .
1247	2 shang	匠 (shang)	Zhou	dzʰ ĭ	624		?	dzʰ ĭ
1248	2 shang	匠 (shang)	Baxter	dz .	624		?	dz .
1249	2 shang	匹 (shang)	Zhou	pʰ ĭ	625		?	pʰ ĭ
1250	2 shang	匹 (shang)	Baxter	ph j	625		?	ph j
1251	2 shang	區 (shang)	Zhou	kʰ ĭ	626		?	kʰ ĭ
1252	2 shang	區 (shang)	Baxter	kh j	626		?	kh j
1253	2 shang	卑 (shang)	Zhou	p ĭ	627		?	p ĭ
1254	2 shang	卑 (shang)	Baxter	p j	627		?	p j
1255	2 shang	博 (shang)	Zhou	p .	628		?	p .
1256	2 shang	博 (shang)	Baxter	p .	628		?	p .
1257	2 shang	卜 (shang)	Zhou	p .	629		?	p .
1258	2 shang	卜 (shang)	Baxter	p .	629		?	p .
1259	2 shang	即 (shang)	Zhou	ts ĭ	630		?	ts ĭ
1260	2 shang	即 (shang)	Baxter	ts j	630		?	ts j
1261	2 shang	去 (shang)	Zhou	kʰ ĭ	631		?	kʰ ĭ
1262	2 shang	去 (shang)	Baxter	kh j	631		?	kh j
1263	2 shang	古 (shang)	Zhou	k .	632		?	k .
1264	2 shang	古 (shang)	Baxter	k .	632		?	k .
1265	2 shang	吉 (shang)	Zhou	k ĭw	633		?	k ĭw
1266	2 shang	吉 (shang)	Baxter	k jwi	633		?	k jwi
1267	2 shang	同 (shang)	Zhou	dʰ .	634		?	dʰ .
1268	2 shang	同 (shang)	Baxter	d .	634		?	d .
1269	2 shang	吐 (shang)	Zhou	tʰ .	635		?	tʰ .
1270	2 shang	吐 (shang)	Baxter	th .	635		?	th .
1271	2 shang	吕 (shang)	Zhou	l ĭ	636		?	l ĭ
1272	2 shang	吕 (shang)	Baxter	l j	636		?	l j
1273	2 shang	吾 (shang)	Zhou	ŋ u	637		?	ŋ u
1274	2 shang	吾 (shang)	Baxter	ng w	637		?	ng w
1275	2 shang	呼 (shang)	Zhou	x u	638		?	x u
1276	2 shang	呼 (shang)	Baxter	x w	638		?	x w
1277	2 shang	哀 (shang)	Zhou	ʔ .	639		?	ʔ .
1278	2 shang	哀 (shang)	Baxter	ʔ .	639		?	ʔ .
1279	2 shang	唐 (shang)	Zhou	dʰ .	640		?	dʰ .
1280	2 shang	唐 (shang)	Baxter	d .	640		?	d .
1281	2 shang	商 (shang)	Zhou	ɕ ĭ	641		?	ɕ ĭ
1282	2 shang	商 (shang)	Baxter	sy .	641		?	sy .
1283	2 shang	在 (shang)	Zhou	dzʰ .	642		?	dzʰ .
1284	2 shang	在 (shang)	Baxter	dz .	642		?	dz .
1285	2 shang	堂 (shang)	Zhou	dʰ i	643		?	dʰ i
1286	2 shang	堂 (shang)	Baxter	d .	643		?	d .
1287	2 shang	場 (shang)	Zhou	ɖʰ .	644		?	ɖʰ .
1288	2 shang	場 (shang)	Baxter	dr .	644		?	dr .
1289	2 shang	墟 (shang)	Zhou	kʰ ĭ	645		?	kʰ ĭ
1290	2 shang	墟 (shang)	Baxter	kh j	645		?	kh j
1291	2 shang	士 (shang)	Zhou	dʒʰ .	646		?	dʒʰ .
1292	2 shang	士 (shang)	Baxter	dzr j	646		?	dzr j
1293	2 shang	多 (shang)	Zhou	t .	647		?	t .
1294	2 shang	多 (shang)	Baxter	t .	647		?	t .
1295	2 shang	央 (shang)	Zhou	ʔ ĭ	648		?	ʔ ĭ
1296	2 shang	央 (shang)	Baxter	ʔ j	648		?	ʔ j
1297	2 shang	失 (shang)	Zhou	ɕ ĭ	649		?	ɕ ĭ
1298	2 shang	失 (shang)	Baxter	sy .	649		?	sy .
1299	2 shang	女 (shang)	Zhou	ɳ .	650		?	ɳ .
1300	2 shang	女 (shang)	Baxter	nr .	650		?	nr .
1301	2 shang	奴 (shang)	Zhou	n .	651		?	n .
1302	2 shang	奴 (shang)	Baxter	n .	651		?	n .
1303	2 shang	如 (shang)	Zhou	nʑ ĭ	652		?	nʑ ĭ
1304	2 shang	如 (shang)	Baxter	ny .	652		?	ny .
1305	2 shang	婢 (shang)	Zhou	bʰ ĭ	653		?	bʰ ĭ
1306	2 shang	婢 (shang)	Baxter	b ji	653		?	b ji
1307	2 shang	子 (shang)	Zhou	ts ĭ	654		?	ts ĭ
1308	2 shang	子 (shang)	Baxter	ts j	654		?	ts j
1309	2 shang	孚 (shang)	Zhou	pʰ ĭw	655		?	pʰ ĭw
1310	2 shang	孚 (shang)	Baxter	ph j	655		?	ph j
1311	2 shang	宅 (shang)	Zhou	ɖʰ .	656		?	ɖʰ .
1312	2 shang	宅 (shang)	Baxter	dr .	656		?	dr .
1313	2 shang	宜 (shang)	Zhou	ŋ ĭ	657		?	ŋ ĭ
1314	2 shang	宜 (shang)	Baxter	ng j	657		?	ng j
1315	2 shang	寔 (shang)	Zhou	ʑ ĭ	658		?	ʑ ĭ
1316	2 shang	寔 (shang)	Baxter	dzy .	658		?	dzy .
1317	2 shang	將 (shang)	Zhou	ts w	659		?	ts w
1318	2 shang	將 (shang)	Baxter	ts w	659		?	ts w
1319	2 shang	尺 (shang)	Zhou	tɕʰ ĭ	660		?	tɕʰ ĭ
1320	2 shang	尺 (shang)	Baxter	tsyh .	660		?	tsyh .
1321	2 shang	尼 (shang)	Zhou	ɳ ĭ	661		?	ɳ ĭ
1322	2 shang	尼 (shang)	Baxter	nr j	661		?	nr j
1323	2 shang	居 (shang)	Zhou	k ĭ	662		?	k ĭ
1324	2 shang	居 (shang)	Baxter	k j	662		?	k j
1325	2 shang	巨 (shang)	Zhou	gʰ ĭ	663		?	gʰ ĭ
1326	2 shang	巨 (shang)	Baxter	g j	663		?	g j
1327	2 shang	巫 (shang)	Zhou	m ĭw	664		?	m ĭw
1328	2 shang	巫 (shang)	Baxter	m j	664		?	m j
1329	2 shang	市 (shang)	Zhou	ʑ ĭ	665		?	ʑ ĭ
1330	2 shang	市 (shang)	Baxter	dzy .	665		?	dzy .
1331	2 shang	布 (shang)	Zhou	p u	666		?	p u
1332	2 shang	布 (shang)	Baxter	p w	666		?	p w
1333	2 shang	常 (shang)	Zhou	ʑ ĭ	667		?	ʑ ĭ
1334	2 shang	常 (shang)	Baxter	dzy .	667		?	dzy .
1335	2 shang	平 (shang)	Zhou	bʰ .	668		?	bʰ .
1336	2 shang	平 (shang)	Baxter	b .	668		?	b .
1337	2 shang	府 (shang)	Zhou	p ĭw	669		?	p ĭw
1338	2 shang	府 (shang)	Baxter	p j	669		?	p j
1339	2 shang	康 (shang)	Zhou	kʰ .	670		?	kʰ .
1340	2 shang	康 (shang)	Baxter	kh .	670		?	kh .
1341	2 shang	弋 (shang)	Zhou	j ĭ	671		?	j ĭ
1342	2 shang	弋 (shang)	Baxter	y .	671		?	y .
1343	2 shang	式 (shang)	Zhou	ɕ ĭ	672		?	ɕ ĭ
1344	2 shang	式 (shang)	Baxter	sy .	672		?	sy .
1345	2 shang	張 (shang)	Zhou	ţ ĭ	673		?	ţ ĭ
1346	2 shang	張 (shang)	Baxter	tr j	673		?	tr j
1347	2 shang	強 (shang)	Zhou	gʰ ĭ	674		?	gʰ ĭ
1348	2 shang	強 (shang)	Baxter	g j	674		?	g j
1349	2 shang	彌 (shang)	Zhou	m ĭ	675		?	m ĭ
1350	2 shang	彌 (shang)	Baxter	m ji	675		?	m ji
1351	2 shang	彼 (shang)	Zhou	p ĭ	676		?	p ĭ
1352	2 shang	彼 (shang)	Baxter	p j	676		?	p j
1353	2 shang	征 (shang)	Zhou	tɕ ĭ	677		?	tɕ ĭ
1354	2 shang	征 (shang)	Baxter	tsy .	677		?	tsy .
1355	2 shang	徂 (shang)	Zhou	dzʰ .	678		?	dzʰ .
1356	2 shang	徂 (shang)	Baxter	dz .	678		?	dz .
1357	2 shang	徐 (shang)	Zhou	z ĭ	679		?	z ĭ
1358	2 shang	徐 (shang)	Baxter	z .	679		?	z .
1359	2 shang	徒 (shang)	Zhou	dʰ .	680		?	dʰ .
1360	2 shang	徒 (shang)	Baxter	d .	680		?	d .
1361	2 shang	得 (shang)	Zhou	t .	681		?	t .
1362	2 shang	得 (shang)	Baxter	t .	681		?	t .
1363	2 shang	德 (shang)	Zhou	t .	682		?	t .
1364	2 shang	德 (shang)	Baxter	t .	682		?	t .
1365	2 shang	必 (shang)	Zhou	p ĭ	683		?	p ĭ
1366	2 shang	必 (shang)	Baxter	p ji	683		?	p ji
1367	2 shang	思 (shang)	Zhou	s ĭ	684		?	s ĭ
1368	2 shang	思 (shang)	Baxter	s j	684		?	s j
1369	2 shang	息 (shang)	Zhou	s ĭ	685		?	s ĭ
1370	2 shang	息 (shang)	Baxter	s .	685		?	s .
1371	2 shang	悉 (shang)	Zhou	s ĭ	686		?	s ĭ
1372	2 shang	悉 (shang)	Baxter	s j	686		?	s j
1373	2 shang	情 (shang)	Zhou	dzʰ ĭw	687		?	dzʰ ĭw
1374	2 shang	情 (shang)	Baxter	dz jw	687		?	dz jw
1375	2 shang	愚 (shang)	Zhou	ŋ ĭw	688		?	ŋ ĭw
1376	2 shang	愚 (shang)	Baxter	ng jw	688		?	ng jw
1377	2 shang	慈 (shang)	Zhou	dzʰ ĭ	689		?	dzʰ ĭ
1378	2 shang	慈 (shang)	Baxter	dz j	689		?	dz j
1379	2 shang	慕 (shang)	Zhou	m .	690		?	m .
1380	2 shang	慕 (shang)	Baxter	m .	690		?	m .
1381	2 shang	憶 (shang)	Zhou	ʔ ĭ	691		?	ʔ ĭ
1382	2 shang	憶 (shang)	Baxter	ʔ j	691		?	ʔ j
1383	2 shang	戸 (shang)	Zhou	ɣ .	692		?	ɣ .
1384	2 shang	戸 (shang)	Baxter	h .	692		?	h .
1385	2 shang	房 (shang)	Zhou	bʰ ĭw	693		?	bʰ ĭw
1386	2 shang	房 (shang)	Baxter	b j	693		?	b j
1387	2 shang	所 (shang)	Zhou	ʃ .	694		?	ʃ .
1388	2 shang	所 (shang)	Baxter	sr .	694		?	sr .
1389	2 shang	才 (shang)	Zhou	dzʰ ĭ	695		?	dzʰ ĭ
1390	2 shang	才 (shang)	Baxter	dz j	695		?	dz j
1391	2 shang	扶 (shang)	Zhou	bʰ ĭ	696		?	bʰ ĭ
1392	2 shang	扶 (shang)	Baxter	b j	696		?	b j
1393	2 shang	承 (shang)	Zhou	ʑ ĭ	697		?	ʑ ĭ
1394	2 shang	承 (shang)	Baxter	dzy .	697		?	dzy .
1395	2 shang	敕 (shang)	Zhou	ţʰ ĭ	698		?	ţʰ ĭ
1396	2 shang	敕 (shang)	Baxter	trh .	698		?	trh .
1397	2 shang	敷 (shang)	Zhou	pʰ ĭ	699		?	pʰ ĭ
1398	2 shang	敷 (shang)	Baxter	ph j	699		?	ph j
1399	2 shang	文 (shang)	Zhou	m ĭ	700		?	m ĭ
1400	2 shang	文 (shang)	Baxter	m j	700		?	m j
1401	2 shang	斯 (shang)	Zhou	s ĭ	701		?	s ĭ
1402	2 shang	斯 (shang)	Baxter	s j	701		?	s j
1403	2 shang	方 (shang)	Zhou	p ĭ	702		?	p ĭ
1404	2 shang	方 (shang)	Baxter	p j	702		?	p j
1405	2 shang	於 (shang)	Zhou	ʔ ĭ	703		?	ʔ ĭ
1406	2 shang	於 (shang)	Baxter	ʔ j	703		?	ʔ j
1407	2 shang	施 (shang)	Zhou	ɕ ĭ	704		?	ɕ ĭ
1408	2 shang	施 (shang)	Baxter	sy .	704		?	sy .
1409	2 shang	旨 (shang)	Zhou	tɕ .	705		?	tɕ .
1410	2 shang	旨 (shang)	Baxter	tsy .	705		?	tsy .
1411	2 shang	旬 (shang)	Zhou	z ĭw	706		?	z ĭw
1412	2 shang	旬 (shang)	Baxter	z jw	706		?	z jw
1413	2 shang	昌 (shang)	Zhou	tɕʰ ĭ	707		?	tɕʰ ĭ
1414	2 shang	昌 (shang)	Baxter	tsyh .	707		?	tsyh .
1415	2 shang	明 (shang)	Zhou	m .	708		?	m .
1416	2 shang	明 (shang)	Baxter	m .	708		?	m .
1417	2 shang	昨 (shang)	Zhou	dzʰ .	709		?	dzʰ .
1418	2 shang	昨 (shang)	Baxter	dz .	709		?	dz .
1419	2 shang	是 (shang)	Zhou	ʑ ĭ	710		?	ʑ ĭ
1420	2 shang	是 (shang)	Baxter	dzy .	710		?	dzy .
1421	2 shang	時 (shang)	Zhou	ʑ ĭ	711		?	ʑ ĭ
1422	2 shang	時 (shang)	Baxter	dzy .	711		?	dzy .
1423	2 shang	書 (shang)	Zhou	ɕ ĭ	712		?	ɕ ĭ
1424	2 shang	書 (shang)	Baxter	sy .	712		?	sy .
1425	2 shang	有 (shang)	Zhou	. ĭ	713		?	. ĭ
1426	2 shang	有 (shang)	Baxter	h j	713		?	h j
1427	2 shang	朽 (shang)	Zhou	x ĭ	714		?	x ĭ
1428	2 shang	朽 (shang)	Baxter	x j	714		?	x j
1429	2 shang	杜 (shang)	Zhou	dʰ u	715		?	dʰ u
1430	2 shang	杜 (shang)	Baxter	d w	715		?	d w
1431	2 shang	林 (shang)	Zhou	l ĭ	716		?	l ĭ
1432	2 shang	林 (shang)	Baxter	l .	716		?	l .
1433	2 shang	枯 (shang)	Zhou	kʰ .	717		?	kʰ .
1434	2 shang	枯 (shang)	Baxter	kh .	717		?	kh .
1435	2 shang	桑 (shang)	Zhou	s .	718		?	s .
1436	2 shang	桑 (shang)	Baxter	s .	718		?	s .
1437	2 shang	植 (shang)	Zhou	ʑ ĭ	719		?	ʑ ĭ
1438	2 shang	植 (shang)	Baxter	dzy .	719		?	dzy .
1439	2 shang	楚 (shang)	Zhou	ʧʰ ĭ	720		?	ʧʰ ĭ
1440	2 shang	楚 (shang)	Baxter	tsrh j	720		?	tsrh j
1441	2 shang	榮 (shang)	Zhou	. w	721		?	. w
1442	2 shang	榮 (shang)	Baxter	h w	721		?	h w
1443	2 shang	止 (shang)	Zhou	tɕ ĭ	722		?	tɕ ĭ
1444	2 shang	止 (shang)	Baxter	tsy .	722		?	tsy .
1445	2 shang	正 (shang)	Zhou	tɕ ĭ	723		?	tɕ ĭ
1446	2 shang	正 (shang)	Baxter	tsy .	723		?	tsy .
1447	2 shang	步 (shang)	Zhou	bʰ .	724		?	bʰ .
1448	2 shang	步 (shang)	Baxter	b .	724		?	b .
1449	2 shang	武 (shang)	Zhou	m ĭ	725		?	m ĭ
1450	2 shang	武 (shang)	Baxter	m j	725		?	m j
1451	2 shang	毗 (shang)	Zhou	bʰ ĭ	726		?	bʰ ĭ
1452	2 shang	毗 (shang)	Baxter	b ji	726		?	b ji
1453	2 shang	永 (shang)	Zhou	. ĭw	727		?	. ĭw
1454	2 shang	永 (shang)	Baxter	h jw	727		?	h jw
1455	2 shang	求 (shang)	Zhou	gʰ ĭw	728		?	gʰ ĭw
1456	2 shang	求 (shang)	Baxter	g jw	728		?	g jw
1457	2 shang	汝 (shang)	Zhou	nʑ ĭ	729		?	nʑ ĭ
1458	2 shang	汝 (shang)	Baxter	ny .	729		?	ny .
1459	2 shang	池 (shang)	Zhou	ɖʰ ĭ	730		?	ɖʰ ĭ
1460	2 shang	池 (shang)	Baxter	dr j	730		?	dr j
1461	2 shang	治 (shang)	Zhou	ɖʰ ĭ	731		?	ɖʰ ĭ
1462	2 shang	治 (shang)	Baxter	dr j	731		?	dr j
1463	2 shang	洛 (shang)	Zhou	l .	732		?	l .
1464	2 shang	洛 (shang)	Baxter	l .	732		?	l .
1465	2 shang	渠 (shang)	Zhou	gʰ ĭ	733		?	gʰ ĭ
1466	2 shang	渠 (shang)	Baxter	g .	733		?	g .
1467	2 shang	測 (shang)	Zhou	ʧʰ ĭ	734		?	ʧʰ ĭ
1468	2 shang	測 (shang)	Baxter	tsrh j	734		?	tsrh j
1469	2 shang	湯 (shang)	Zhou	tʰ .	735		?	tʰ .
1470	2 shang	湯 (shang)	Baxter	th .	735		?	th .
1471	2 shang	烏 (shang)	Zhou	ʔ .	736		?	ʔ .
1472	2 shang	烏 (shang)	Baxter	ʔ .	736		?	ʔ .
1473	2 shang	無 (shang)	Zhou	m ĭw	737		?	m ĭw
1474	2 shang	無 (shang)	Baxter	m j	737		?	m j
1475	2 shang	煑 (shang)	Zhou	tɕ ĭ	738		?	tɕ ĭ
1476	2 shang	煑 (shang)	Baxter	tsy .	738		?	tsy .
1477	2 shang	營 (shang)	Zhou	j ĭw	739		?	j ĭw
1478	2 shang	營 (shang)	Baxter	y w	739		?	y w
1479	2 shang	爲 (shang)	Zhou	. ĭw	740		?	. ĭw
1480	2 shang	爲 (shang)	Baxter	h w	740		?	h w
1481	2 shang	牀 (shang)	Zhou	dʒʰ ĭ	741		?	dʒʰ ĭ
1482	2 shang	牀 (shang)	Baxter	dzr j	741		?	dzr j
1483	2 shang	牛 (shang)	Zhou	ŋ ĭ	742		?	ŋ ĭ
1484	2 shang	牛 (shang)	Baxter	ng j	742		?	ng j
1485	2 shang	特 (shang)	Zhou	dʰ i	743		?	dʰ i
1486	2 shang	特 (shang)	Baxter	d .	743		?	d .
1487	2 shang	王 (shang)	Zhou	. ĭ	744		?	. ĭ
1488	2 shang	王 (shang)	Baxter	h j	744		?	h j
1489	2 shang	甫 (shang)	Zhou	p ĭ	745		?	p ĭ
